x_dt,x_geo,base,ac_m_bing_l_imp,ac_m_bing_l_clk_alpha0_beta0,ac_m_google_n_clk_alpha0_beta0,ac_m_trade_desk_l_clk_alpha1_beta0,ac_trend,ac_gqv_n_actra_gix,ac_web_new_customer_logins
2020-01-05,muc,1782.7919592430046,76.99378501062442,3.9808613629670684,224.64045240676592,71.61203189099376,0.0,155.40121192490076,22.579698160743675
2020-01-12,muc,1782.7919592430046,0.016670846779248145,0.0,119.5129258503606,78.5910995896777,6.07558977521997,262.9021773807944,36.10957731416334
2020-01-19,muc,1782.7919592430046,71.62477545774955,2.3555103899090404,629.7567028047675,76.49360021678285,10.148555696250826,219.57353018604894,30.2553660054866
2020-01-26,muc,1782.7919592430046,264.8330739710106,8.32051169474064,230.3611132327007,99.9610799751922,26.12547904135393,376.832844173805,40.77393866819237
2020-02-02,muc,1782.7919592430046,176.07260874052838,8.441265286529624,603.1728801562647,58.20690193924305,19.440312557122837,180.26117707980396,24.612894997502845
2020-02-09,muc,1782.7919592430046,148.2357773647835,4.569358664049821,250.84178507871863,107.70745871603488,32.68566995150824,363.6952228080561,47.47276817384396
2020-02-16,muc,1782.7919592430046,178.8473593931021,5.13695755691066,329.4449153628819,73.48279618436891,31.986398567298263,296.5953268159954,38.714286876438315
2020-02-23,muc,1782.7919592430046,219.86064658431948,8.926464206527946,406.5213233182678,57.25326429953054,34.417167552140896,273.5440646765861,26.685110119622717
2020-03-01,muc,1782.7919592430046,160.32145248770098,7.009907815806582,442.61588740283776,144.21842466671558,39.69757937882522,429.4471994310323,34.8975895740769
2020-03-08,muc,1782.7919592430046,107.71869274590543,4.273623011450682,332.78502986385155,124.50405811885439,52.7724014204537,471.21097881889483,45.94325677758458
2020-03-15,muc,1782.7919592430046,240.990622342097,9.745244391932943,623.5764748492447,171.5581175867101,60.04758632393565,965.10952881528,65.1804664477957
2020-03-22,muc,1782.7919592430046,196.143488819938,7.052860217324507,650.1262058147721,176.2455076465861,66.70586690590585,974.6583232031751,63.275788149294236
2020-03-29,muc,1782.7919592430046,146.8163858893275,7.497508293949926,576.2377611866777,134.94284689062036,55.716574235483854,746.2497662204806,54.74719804045534
2020-04-05,muc,1782.7919592430046,110.73604688769854,4.7393622060919505,424.1088950288225,66.07048979052823,44.42446217958436,443.61459044439397,26.514194219875858
2020-04-12,muc,1782.7919592430046,165.5814163779155,7.733112390509512,379.96480037009195,86.53771614581204,61.374427894032664,460.69769882895395,44.31886874967938
2020-04-19,muc,1782.7919592430046,171.55363127071004,5.793780969661833,228.2787816819622,68.95629698375232,63.84980570666118,499.95351071398505,44.822233430262855
2020-04-26,muc,1782.7919592430046,147.69845147699712,4.958898202108819,123.80104752413268,82.77263839478755,58.701884778243695,589.6755372196865,36.59958316103887
2020-05-03,muc,1782.7919592430046,93.54532957847138,3.5478877280938583,84.33228352465918,45.32917275611056,47.84096967705238,365.32386817639235,28.28852931621561
2020-05-10,muc,1782.7919592430046,135.65460862215014,4.781646528015947,137.06444741734734,59.867905197011886,64.32471603883883,331.3632431009909,23.151473852640105
2020-05-17,muc,1782.7919592430046,149.74103876236904,4.671566832880968,130.4138012807749,35.872637483103574,67.63817355861067,308.0874495188644,15.783373320391846
2020-05-24,muc,1782.7919592430046,166.8226781930039,6.449909360466237,130.02511190734234,32.40659870022571,68.99119691414572,298.5378631522148,19.97468252959664
2020-05-31,muc,1782.7919592430046,254.22965670774943,13.633882897785288,100.24059299380833,47.34732923785933,71.37062548388596,252.10946722117697,17.27648621473039
2020-06-07,muc,1782.7919592430046,277.34351511077443,8.95716709769847,173.67092424292335,98.36959651771548,92.44922600012102,389.6543762286532,21.763235559109248
2020-06-14,muc,1782.7919592430046,312.10190015246627,9.552953317579732,348.1172740569003,110.8005525279903,87.68454516589652,518.472347932076,13.478467604085942
2020-06-21,muc,1782.7919592430046,416.82051648353445,10.473598865761117,241.26329599440118,152.61505722993033,126.02651213511736,519.3717917396992,10.63726830855112
2020-06-28,muc,1782.7919592430046,584.8998859323776,22.499570064526925,286.4656236170352,92.42690132351451,119.51150131299961,384.1676103281416,11.236948178399999
2020-07-05,muc,1782.7919592430046,296.69347004322464,12.987493814765678,291.5898063263519,59.82945829725585,120.59897520154263,286.73319226142223,8.77564481243257
2020-07-12,muc,1782.7919592430046,262.43428377478995,9.314019421234066,241.95178261546658,104.582507879352,119.96509836512887,439.459475830682,13.50087287034177
2020-07-19,muc,1782.7919592430046,198.10930994724876,8.673292877420073,212.18564790107285,143.78565044258968,138.52458864462432,550.4895046650273,11.440046279012494
2020-07-26,muc,1782.7919592430046,186.7064838641719,5.203518449583519,208.74537460741064,119.8278854905385,119.56640873423636,356.8181385740145,14.340231037039755
2020-08-02,muc,1782.7919592430046,196.9646893946525,13.530681771181479,114.99991976085,103.59056892295305,106.9288175787867,286.43399640167814,13.759366926893538
2020-08-09,muc,1782.7919592430046,86.50631567462666,2.011523494477351,208.64791168928915,132.52610079011833,141.35670248031346,422.81819821482964,17.341288413340493
2020-08-16,muc,1782.7919592430046,98.43782747856879,2.7564572732956485,234.1843601780258,84.99874004179571,131.29029744404068,355.0736054443467,12.466752896922094
2020-08-23,muc,1782.7919592430046,137.14525712657743,4.144361380185429,258.75277081587785,126.60519406188648,143.7536083181777,350.0707842171235,13.736064837167017
2020-08-30,muc,1782.7919592430046,469.78615213035226,17.431743103755664,279.6324016026398,111.59251774563874,130.54711682292853,332.29522742375775,15.922881927922482
2020-09-06,muc,1782.7919592430046,466.07022058261146,14.002995050038384,355.7086524945766,102.24562312168774,142.65058644540716,428.31387056164857,11.216092501025711
2020-09-13,muc,1782.7919592430046,269.73453285460215,9.78457582821608,405.6854086158605,94.87130761269161,164.4180878904756,254.09569221396558,2.6184357411836596
2020-09-20,muc,1782.7919592430046,279.47430890395145,10.707376653260496,625.425075992701,71.22791610338928,186.45689994499907,404.9746026595261,11.941860499167996
2020-09-27,muc,1782.7919592430046,241.8626965768878,8.30386380551285,629.7480828202669,86.31739016988861,192.81991891193786,250.9377425225564,12.218345949944872
2020-10-04,muc,1782.7919592430046,178.47378262495457,8.212100660324287,546.2026841659725,93.34823082473864,193.462312809074,122.6590114138086,11.84991825812271
2020-10-11,muc,1782.7919592430046,247.27330743603122,6.602652154885366,474.7603290236382,92.50999377885285,153.0156525530606,141.88445561150644,10.161650199020542
2020-10-18,muc,1782.7919592430046,248.5572647177618,13.564420782583076,592.3449590639156,58.658408579791946,195.68610945218074,206.52939964006356,14.867478520698617
2020-10-25,muc,1782.7919592430046,244.13130584075165,10.406348312050595,612.1394992125277,80.9933972868144,207.15772814052298,243.92119361976782,15.458568344560529
2020-11-01,muc,1782.7919592430046,174.6384978152333,6.24544997696387,659.5269405900557,80.59963993657888,228.50854304343693,164.25238730312984,15.436582091596893
2020-11-08,muc,1782.7919592430046,256.0438876445081,8.607101293741962,405.21785201252214,61.115323723335855,237.3195354916989,0.0,16.904340591188575
2020-11-15,muc,1782.7919592430046,264.1318731651354,9.222670843747128,493.6782695063401,63.15832903423437,241.01925761636326,264.87252891206356,14.125111679111592
2020-11-22,muc,1782.7919592430046,255.99927185534418,8.97691567392894,342.38753476456117,83.72203694598083,237.19438831302747,350.6282982716506,20.299594932502437
2020-11-29,muc,1782.7919592430046,335.987238066488,10.32899569662173,422.77436632486143,57.27125729063306,244.72567985443058,225.31361011707838,18.80689340688217
2020-12-06,muc,1782.7919592430046,235.29428740975854,7.520577193123864,383.6999454895006,123.95887511494796,238.58343539209588,368.7126151663045,14.438304991264236
2020-12-13,muc,1782.7919592430046,251.33126724946376,8.28760118628087,461.9144937982551,102.17654607784857,230.39024429325357,435.98039920831786,20.12748894357549
2020-12-20,muc,1782.7919592430046,198.59029469665535,8.159164858899867,503.5815385000907,105.00761529353909,202.88094069942025,351.1615697062795,16.826917002110513
2020-12-27,muc,1782.7919592430046,233.17157402663508,10.95998039442839,525.7135827895395,92.39274948214809,252.1289775589949,183.36292887313837,17.47824763211068
2021-01-03,muc,1782.7919592430046,94.57384637331594,3.0496187110772697,242.66639909988567,111.02337238707732,213.2123131080378,228.11778606852866,129.56470500907278
2021-01-10,muc,1782.7919592430046,0.0,0.0,73.87826744795092,66.5631495126841,290.0959790681473,676.7114669456844,172.95917778252888
2021-01-17,muc,1782.7919592430046,84.07199328858707,4.108828372220234,107.46421304961235,72.07104895544614,217.69276052411567,498.41134909133694,127.38784747567719
2021-01-24,muc,1782.7919592430046,190.25349456101333,6.281319083410183,169.49618735068628,106.05811207007912,228.32918271449122,410.60706316632627,131.18268181098907
2021-01-31,muc,1782.7919592430046,314.92951466991184,16.253060613373375,408.3899188476073,152.2721360691554,401.94494394347106,1153.611539040382,226.80692757309458
2021-02-07,muc,1782.7919592430046,311.48043875726836,10.408228079836986,265.5411025498443,132.87657346271217,410.11946956863983,1156.4226245442676,227.35960379442633
2021-02-14,muc,1782.7919592430046,445.76308020092364,14.993248424439418,242.1984695421306,116.83917384755391,349.49989558739725,968.5010706850253,190.41310246952534
2021-02-21,muc,1782.7919592430046,217.14327191032473,8.490590291239963,153.7020310502694,55.00561408369669,253.0493053757245,583.2886410990142,135.52858694672585
2021-02-28,muc,1782.7919592430046,186.8355404731517,6.376381076533731,77.51567948494696,61.2545897063829,261.04756108424664,591.6961873969318,137.48210153480187
2021-03-07,muc,1782.7919592430046,205.43135335563775,6.002079103890109,154.9212268262677,40.10132278577592,278.4262828074979,536.0949246337713,144.23085124415468
2021-03-14,muc,1782.7919592430046,159.14873127557655,6.7301447251041475,258.67212320512743,43.20413856700868,292.0127745437712,407.6110016495519,148.8291267908554
2021-03-21,muc,1782.7919592430046,258.19388822170646,7.285253516995235,207.5382609087384,53.714286537086984,365.2335908720666,430.05015663773133,183.19260406267034
2021-03-28,muc,1782.7919592430046,298.28151066874426,8.606989097897886,272.1958311580351,104.18085168299157,390.6860126628139,377.3597620080584,192.89708347845448
2021-04-04,muc,1782.7919592430046,64.67707275621476,3.2706655850078037,12.713203790245561,88.17864227715296,441.2028174089186,335.67779045279804,214.4878484866579
2021-04-11,muc,1782.7919592430046,113.23460914179664,4.881102033222997,44.67249821255408,78.77301245405256,349.58613917000764,294.68666183596656,167.37401790939475
2021-04-18,muc,1782.7919592430046,120.28074973375743,3.8580015598535535,39.09096191755716,51.795349035562076,300.87718465165904,416.4025816864245,141.9032121721816
2021-04-25,muc,1782.7919592430046,221.8576253953557,9.962939662245539,87.44316803276507,58.322985703716476,307.4707873257855,419.2701141457002,142.88042049142697
2021-05-02,muc,1782.7919592430046,193.11597781838586,7.588148250507166,98.81504897099681,70.33956520303727,404.00062532348994,434.33206528989035,185.01660990068768
2021-05-09,muc,1782.7919592430046,80.70911469397625,4.754769197238493,102.40899390406113,70.55800985942685,280.6113952316751,396.4924721811298,126.67328568948776
2021-05-16,muc,1782.7919592430046,100.68301128947618,3.9260179127511647,110.39218281558564,59.197876610836126,294.6744666916241,359.1864075518141,131.14807788490805
2021-05-23,muc,1782.7919592430046,77.39189251619668,3.420724913369187,60.78532668411537,65.83428509102092,315.59528593507184,189.6722305367585,138.50829508046283
2021-05-30,muc,1782.7919592430046,118.41368045174269,5.425227440134506,120.39617020792988,84.04046401255715,347.8269595816616,294.5425760667054,150.56296299626405
2021-06-06,muc,1782.7919592430046,51.36347365183369,2.4516146955345985,41.76728833411227,32.807664122907596,161.84022494426478,189.27379491876658,52.70398008957604
2021-06-13,muc,1782.7919592430046,66.36432083885194,3.8441175234911653,79.36942495868631,68.45184600435888,287.4643392060334,284.32278202790036,116.39121019767333
2021-06-20,muc,1782.7919592430046,64.9249598891131,4.738429583535522,211.51804823748108,65.07517735320346,269.9596817055578,219.58011872414252,97.41162526396181
2021-06-27,muc,1782.7919592430046,112.66030027636927,4.967044375654482,207.01611224409658,65.30359625369285,320.61943178638194,180.1792834181859,115.46227240261442
2021-07-04,muc,1782.7919592430046,76.41766731613856,4.9539103483392415,167.84224312134376,54.92843484761747,359.95149641307074,228.21651445116734,85.89777425931813
2021-07-11,muc,1782.7919592430046,51.83742680895939,2.160171846093083,129.50483661778844,0.0,277.5542884904573,108.59218093752497,69.55913605617215
2021-07-18,muc,1782.7919592430046,62.600640304708435,3.453563216554615,130.90198051888882,0.0,310.3219666792519,119.89476940196704,95.03512063562468
2021-07-25,muc,1782.7919592430046,75.31813884400037,2.9704229788149914,165.95963682178717,1.1196365363063778,322.31822016897524,147.59063054220516,105.93135486490603
2021-08-01,muc,1782.7919592430046,56.2611968568696,2.4843432454501406,114.54608664414152,0.25644103258692497,350.6783541825852,105.74572010662281,115.23589868873941
2021-08-08,muc,1782.7919592430046,64.39449000320363,3.244535862960254,141.3249658395872,0.0,402.4575340994894,119.89737124458848,118.88914370716651
2021-08-15,muc,1782.7919592430046,91.80588159476376,2.7844439602939106,131.05857669355316,0.0,337.23735849251534,99.27138581196488,99.05039420390437
2021-08-22,muc,1782.7919592430046,57.17767696248837,2.1959580211769625,186.22777459203118,0.0,362.84756837613696,105.55358375080397,122.20547905435804
2021-08-29,muc,1782.7919592430046,68.13519753409622,2.450146343846822,142.5501482809573,8.034889502393778,339.707850369608,146.50960003245748,124.8202086936357
2021-09-05,muc,1782.7919592430046,43.4507400087932,2.127953335729662,183.2291821388923,5.527785761448036,341.8469456151244,121.44794092222564,105.5774929747825
2021-09-12,muc,1782.7919592430046,61.25631098442622,3.5844544035659482,255.28299050625097,60.68791616925733,360.8919200068361,126.75706985370961,102.7473788329492
2021-09-19,muc,1782.7919592430046,58.897163841562545,3.966720661076599,278.243792917919,94.80055735993528,374.283947466498,129.98370128125046,103.03215722875372
2021-09-26,muc,1782.7919592430046,56.93493120543695,3.9644873187124126,546.8043909558472,53.336075486282944,396.52990692035974,163.4151772880941,139.2230715822619
2021-10-03,muc,1782.7919592430046,221.54438382493183,9.749378244123326,408.89844268477896,92.06658361993759,545.7525480706257,111.2201137446866,31.976590567911433
2021-10-10,muc,1782.7919592430046,70.76792032530273,5.322255835898138,259.9126109189595,78.15165344639685,534.492238357916,179.5689653802561,9.992396492266202
2021-10-17,muc,1782.7919592430046,93.67579846841228,4.574420112048219,273.0302686691123,64.93780919630333,445.89146928626207,118.55337082865837,11.544904196198734
2021-10-24,muc,1782.7919592430046,95.22289278906038,4.895134812144789,247.36022414094018,108.99344713735019,584.5382254033798,192.20415326051025,16.99396321360971
2021-10-31,muc,1782.7919592430046,60.57870016223464,3.5362479102219178,219.41371317964794,50.93929943020332,459.2194205597498,298.81633953598146,15.704319978956235
2021-11-07,muc,1782.7919592430046,71.49507582351097,5.897116783255534,316.4828842587207,72.13378863482167,543.8635882878801,280.1666505776731,23.16893639113328
2021-11-14,muc,1782.7919592430046,68.1111496008968,2.852667744676491,223.34032162304493,72.99381188253308,413.5350418608262,289.8951621078467,15.479885937171382
2021-11-21,muc,1782.7919592430046,72.29069007047322,3.6501312228333433,327.5371688553209,42.114130149977946,434.2081934968298,273.8921839926967,11.51554296886374
2021-11-28,muc,1782.7919592430046,41.924770847022806,1.8513395390418683,203.34683012472567,23.289764115305967,326.96134547626446,20.41591823438763,4.41807242024694
2021-12-05,muc,1782.7919592430046,57.54230006084924,2.254743571541638,295.0045721974636,31.518186762719605,511.1245716875741,189.57702795381192,13.186638523035434
2021-12-12,muc,1782.7919592430046,301.02671229342207,14.507979184422384,468.29864275723924,76.97026902769987,516.327333437014,158.0088627849217,14.068241272276103
2021-12-19,muc,1782.7919592430046,644.1100841762494,44.61067330517301,294.7186133219454,40.425384134460316,536.9680269914692,97.62863346136785,7.746625366329921
2021-12-26,muc,1782.7919592430046,661.2457112500681,45.79747643098811,280.1444300959176,37.51325471965616,556.65773700176,0.0,7.849431258605654
2022-01-02,muc,1782.7919592430046,594.1130975134761,48.22014956642204,156.95202671120748,44.3588992325615,726.4044425427876,129.53111604084432,25.62830914969669
2022-01-09,muc,1782.7919592430046,164.06551721998312,8.564149992045992,0.0,81.99058867567554,640.8619900018625,377.2966206714634,18.42917419596481
2022-01-16,muc,1782.7919592430046,234.8196205160252,19.805308174555652,4.760028009611292,79.59435151291827,555.5987752822365,259.2108056528046,11.419151608843846
2022-01-23,muc,1782.7919592430046,194.5651215025792,23.940675787732527,31.934158646581672,42.778553320810175,443.68229342556873,205.06238627312837,16.244851800594656
2022-01-30,muc,1782.7919592430046,195.7520934768013,34.0341763124211,127.61989042527046,57.516743380672835,510.7989788066548,380.0820130480281,24.40414530714666
2022-02-06,muc,1782.7919592430046,201.44189459327632,26.5616558632318,34.07543866237082,66.67846371661227,482.12674650383013,300.77041340828356,15.553428009390467
2022-02-13,muc,1782.7919592430046,195.77845158722639,33.74534675744834,60.35941364412672,41.77947345919063,471.60679347213784,291.53302091661965,10.405540920245755
2022-02-20,muc,1782.7919592430046,307.4265736281607,33.653356536214794,88.64978403158054,55.692683198059775,440.8195456348873,270.0463112864996,5.919786441592651
2022-02-27,muc,1782.7919592430046,220.97508840814612,29.365230973126444,116.29380296553248,42.45589354070283,450.44340438452934,348.0630693033755,4.611551181582523
2022-03-06,muc,1782.7919592430046,243.979949065348,26.851298451705663,109.66963662453696,51.47850192599022,521.0077175835448,370.52435992777447,6.696577178095383
2022-03-13,muc,1782.7919592430046,223.27693470412046,13.631216052617603,121.28071710185597,37.851657286151905,476.15237639564384,284.01513921660575,0.0
2022-03-20,muc,1782.7919592430046,205.0259138245544,18.951531931546015,168.79683021929367,93.65483109442657,601.824281883255,355.85432744185067,3.100324362069337
2022-03-27,muc,1782.7919592430046,209.94867086601135,20.675719452489936,245.58252232543106,93.78800064467353,605.4255441005578,354.8976610210741,3.8899223467573596
2022-04-03,muc,1782.7919592430046,277.79628509784516,15.836699258698307,204.88237073317796,63.954386374897275,588.5260724730962,373.13740951728954,8.074817301991292
2022-04-10,muc,1782.7919592430046,239.28480555833815,20.019605325979096,107.35166358841636,54.11224653505776,595.5056439118854,436.75673493010214,14.17734090721639
2022-04-17,muc,1782.7919592430046,253.8332565612341,19.03345712257559,107.35625233174409,40.36385425563816,621.0338647696641,322.60866038841175,7.9786953277279045
2022-04-24,muc,1782.7919592430046,239.74238318522296,28.421783678563976,85.1640552787709,60.01093837658119,629.3925333025793,356.64876620993095,11.827580725346088
2022-05-01,muc,1782.7919592430046,261.36668632020695,15.776822032761304,106.6080333346954,49.47467608955398,536.176953586545,301.3166692495927,4.488200143639906
2022-05-08,muc,1782.7919592430046,305.2211629906964,17.97953806529767,58.06466277124684,47.1157589068988,588.7476741554907,328.1479982726689,7.931245594696026
2022-05-15,muc,1782.7919592430046,261.74389898622195,21.383119827454667,118.48917266046625,28.30277649599913,525.2641995669037,263.9856930952321,6.0391801247176895
2022-05-22,muc,1782.7919592430046,340.57863344290917,18.38551889743681,54.76687782300281,53.17515834724307,474.55495722355533,189.261604104103,5.485290918745306
2022-05-29,muc,1782.7919592430046,352.4240553777939,27.20948970119434,184.9700024513921,43.38645524569964,581.860095897575,201.42543101430203,-1.0674889309616997
2022-06-05,muc,1782.7919592430046,339.71453593126444,27.26342869430893,112.85250855040185,46.79218891762128,600.4719201841035,88.37941312953689,3.7340453497583406
2022-06-12,muc,1782.7919592430046,627.008649111092,43.42623829711527,169.73799478943013,90.38778617866517,650.826771747469,190.0730918052948,-2.2524911720713106
2022-06-19,muc,1782.7919592430046,572.0560743417286,39.620256337603884,199.7263639244112,59.876398171192996,598.4622043045672,231.21949357536835,-3.75274989787684
2022-06-26,muc,1782.7919592430046,483.0623837563776,33.45660736756478,159.73516413584284,58.71628390688838,509.3086909935484,146.43683296168143,-5.507922364907755
2022-07-03,muc,1782.7919592430046,518.4917305777856,22.64088556980742,134.37921861903394,66.43226032169878,592.4588571863924,169.03389348446336,-7.228805002186177
2022-07-10,muc,1782.7919592430046,-0.006995354446444078,0.0,145.61791149711135,64.91781629521716,905.2435329890543,170.8684292229585,-10.432653892899532
2022-07-17,muc,1782.7919592430046,-0.005790741814677629,0.0,158.2926931775003,96.2517922911882,735.7182572784516,206.72669097989834,-7.775602228228372
2022-07-24,muc,1782.7919592430046,284.3836349433849,13.276243336851483,117.93703429980111,63.84000954970215,601.503406635401,195.70061515487168,-7.432903163016924
2022-07-31,muc,1782.7919592430046,582.561599193784,39.29204163451813,158.99085972841115,49.47233815249169,638.020758232123,176.59929329966977,-1.728849484002802
2022-08-07,muc,1782.7919592430046,0.10737449961107166,0.035819505670567964,103.57697420423581,115.62274482027632,890.5569935100727,326.23130802103805,9.076826196090728
2022-08-14,muc,1782.7919592430046,-0.005278743004316385,0.0,98.29314872972866,95.13894928542065,673.7169024580637,214.3602600825615,1.7040589442250578
2022-08-21,muc,1782.7919592430046,286.0274819368597,16.133810029187785,82.23933866694965,64.23398613241822,590.2589055086904,239.70229431477603,-2.3877758318863886
2022-08-28,muc,1782.7919592430046,456.3488124430482,31.606441639764604,207.79836674755458,34.695281287200174,514.7118510548964,161.3952771145626,-4.3479895300313345
2022-09-04,muc,1782.7919592430046,526.521855604469,36.46658399773979,147.26433718942116,61.14187133319571,598.162744371562,159.6112543896837,-2.9606061290756576
2022-09-11,muc,1782.7919592430046,406.48218193834623,21.88486621955574,187.1104036898085,43.30512882352362,611.724828379293,108.04278337415553,-4.342151667687276
2022-09-18,muc,1782.7919592430046,409.73304194829745,30.006918106377725,145.1205307184897,44.07944443882191,648.8456234963435,199.12601724181917,-0.703535193153895
2022-09-25,muc,1782.7919592430046,497.16639261201334,34.433442456487036,391.2076391799412,41.995564938214955,577.0032571093718,150.7123602193046,-0.310615758337269
2022-10-02,muc,1782.7919592430046,536.5163129749786,28.20795615170954,544.2139160230166,40.30497478521656,627.0571519410709,108.42733408936154,-3.5196052083582283
2022-10-09,muc,1782.7919592430046,-0.0073590600557674555,0.0,134.02300230881383,107.63989696418149,947.116834708336,243.949546357115,-2.5138805213947704
2022-10-16,muc,1782.7919592430046,0.004211753150655973,0.0,89.16052949991693,81.14406077148064,849.0536920067257,180.9859481548076,-4.1404014290857845
2022-10-23,muc,1782.7919592430046,188.46929765934934,14.701608371764284,46.601758975357065,54.026781215536566,719.5580595213281,182.79820926118845,-8.947674247528626
2022-10-30,muc,1782.7919592430046,305.2300246358304,26.171012606231148,168.42540780136096,51.73377953023952,677.7732948306115,199.51376248746627,-5.639241134744164
2022-11-06,muc,1782.7919592430046,336.76466453021374,19.239607212091766,22.363474027961868,57.61779837582751,695.9365114407885,174.40818285215147,-5.122197682039744
2022-11-13,muc,1782.7919592430046,352.21278878470633,20.416332126297046,94.0711687349864,77.5193725291947,637.5312529815958,185.14882130564078,1.3083042945743635
2022-11-20,muc,1782.7919592430046,312.07571695914606,20.674377909930666,289.92414908263083,90.05186876064903,778.0370923469948,192.38357636635948,-6.93874066871542
2022-11-27,muc,1782.7919592430046,301.6517128328688,21.764068203054137,332.6382890809285,75.73463441351437,704.3333827979964,0.0,-8.914046571366804
2022-12-04,muc,1782.7919592430046,346.1988598346357,22.259851714899394,355.668103234415,86.62746953169722,815.6037766259141,165.8491862302508,-3.9992064148165434
2022-12-11,muc,1782.7919592430046,285.72840841813985,26.495915806313125,464.80920464263033,153.3123365252661,890.5396796151632,215.8841683767116,-5.561672627229054
2022-12-18,muc,1782.7919592430046,503.2713462758069,33.60542621916536,366.59295986559886,105.37615942469931,848.2312845151099,238.34130103294535,-4.2104365763297364
2022-12-25,muc,1782.7919592430046,628.9726111800336,40.35762649721457,398.82456992371465,109.15384797848458,796.8041534967211,0.0,-10.904768319172781
