x_dt,x_geo,base,ac_m_google_n_clk,ac_m_linkedin_l_clk_adstk,ac_m_trade_desk_l_imp_alpha0_beta1,ac_m_youtube_n_clk_alpha1_beta1,ac_gqv_n_retire_gix
2020-01-05,osl,892.5139315285763,21.848779360632058,0.0,9.483257655287018,48.72299003444671,298.4310414210579
2020-01-12,osl,892.5139315285763,27.063250551562408,13.787946989773978,15.342548102075966,61.19674318879207,397.09557963921935
2020-01-19,osl,892.5139315285763,225.0602798081592,17.12358351312278,22.88313077481794,36.049018263557635,321.3700561117661
2020-01-26,osl,892.5139315285763,80.69300988789843,27.673722664451542,12.886407769450367,55.425204989923394,357.80772315969995
2020-02-02,osl,892.5139315285763,186.89243254446205,27.782000467778932,16.41328812411845,55.686462588523305,273.7118847465409
2020-02-09,osl,892.5139315285763,45.75615264664705,39.12311241102468,29.999030000046655,66.85207570153163,297.75569771217357
2020-02-16,osl,892.5139315285763,80.29577891416167,35.90092413382394,16.939907791974303,63.28808457789355,309.0613730535702
2020-02-23,osl,892.5139315285763,178.77845179068967,26.930701396650942,11.099526703486868,41.78079245206494,265.89659612853126
2020-03-01,osl,892.5139315285763,174.2193897375883,37.13587894919277,26.902895877191735,116.19992823257202,316.02797567487903
2020-03-08,osl,892.5139315285763,186.6747494226667,57.34496220656711,54.45731404566822,131.0512597751616,300.9577830213599
2020-03-15,osl,892.5139315285763,286.0421671462295,66.80654956626593,81.91626281031157,213.140286043585,492.58080290503153
2020-03-22,osl,892.5139315285763,399.85410869018943,104.68824877962192,88.88003117719775,247.9920638037669,320.07161602064735
2020-03-29,osl,892.5139315285763,371.0543328426239,126.48645993143252,51.196592897944036,201.6175474289788,219.13113537044453
2020-04-05,osl,892.5139315285763,283.17888733396705,91.83997715691447,27.091565691927563,135.2210214265377,145.154616862077
2020-04-12,osl,892.5139315285763,207.6423331995742,64.39127788844884,23.10703062290116,96.66478621819549,174.68064054230388
2020-04-19,osl,892.5139315285763,178.76147522985346,55.65856783818782,31.845432364590337,108.39489299547985,269.82570004331245
2020-04-26,osl,892.5139315285763,87.62898756920298,70.0510552821187,37.8766941148998,93.07722137155955,213.85211013364258
2020-05-03,osl,892.5139315285763,54.05383723298645,37.91146886072793,25.5786039348305,51.26977552345089,66.67238291942796
2020-05-10,osl,892.5139315285763,93.52319890997438,50.04429672997472,25.218776913026215,53.90958491856634,93.79021099988213
2020-05-17,osl,892.5139315285763,125.00629466343698,50.86654229054501,46.67782224020073,94.13304847572597,93.80236080151506
2020-05-24,osl,892.5139315285763,74.81058255168384,45.25366659939222,17.852178732731666,86.03854507871176,91.53109550890407
2020-05-31,osl,892.5139315285763,56.19851046640913,38.42469039991514,13.205158037062468,77.47356299357222,48.18414657446469
2020-06-07,osl,892.5139315285763,90.56604853917884,74.99824042763758,61.30465887735492,97.42335047271615,116.19377015453622
2020-06-14,osl,892.5139315285763,269.92004486470745,91.27607998484528,56.20967180887904,97.9284890820147,149.15178273097732
2020-06-21,osl,892.5139315285763,122.91214991152786,134.9102399591045,33.41380690818311,117.7851825783954,170.46468911421294
2020-06-28,osl,892.5139315285763,135.3062065129737,129.37729571923285,30.157496449728256,83.12190187991916,117.52316790956966
2020-07-05,osl,892.5139315285763,119.57634147227952,105.52860173822226,18.725320119949533,55.400806400129454,107.25499874084291
2020-07-12,osl,892.5139315285763,98.6571949341209,87.70322420423948,34.524671321807766,61.18466243765486,234.41631557360074
2020-07-19,osl,892.5139315285763,139.12229313830363,107.04403910101742,30.683823123503903,93.54071502588317,335.09519808271557
2020-07-26,osl,892.5139315285763,129.38164492072292,100.00675809529696,44.478692619758284,66.81515286779246,222.80381996785295
2020-08-02,osl,892.5139315285763,94.12613537244505,56.372700247073034,24.288916937157516,119.02777755857687,153.67053835617116
2020-08-09,osl,892.5139315285763,89.28703240130245,41.44952237458128,33.3436815805764,114.89595427809971,179.5098778368639
2020-08-16,osl,892.5139315285763,117.70856585076146,53.55134343709485,26.807937478938573,63.15524650844187,164.26297519618706
2020-08-23,osl,892.5139315285763,172.03677448186212,84.74698995951663,63.68803920973229,132.24133783117455,240.77292698913826
2020-08-30,osl,892.5139315285763,175.28905020405944,73.3762709326132,51.81578554993263,137.2881328201316,196.71682896468673
2020-09-06,osl,892.5139315285763,222.792560967491,61.23772612957498,24.785258106419548,86.64340047973293,170.02712278820516
2020-09-13,osl,892.5139315285763,327.5986254617207,77.64092477639875,19.848420262152697,165.2809187811888,112.11717918996274
2020-09-20,osl,892.5139315285763,319.0902922843973,89.23112893580307,30.66266420418972,171.98863913036672,128.51334391666703
2020-09-27,osl,892.5139315285763,330.36421309711193,138.72090638769578,32.35346812920796,115.18519418042379,108.86228667698413
2020-10-04,osl,892.5139315285763,216.82504397573095,104.43994259593153,16.57305160658943,49.38674915446049,104.26128113871127
2020-10-11,osl,892.5139315285763,237.01615909129032,60.90006926641238,27.004827415913045,127.75094585981792,112.81406683799005
2020-10-18,osl,892.5139315285763,345.8140984918904,40.95903839289524,28.401657858939565,140.7275149709111,202.58375875678755
2020-10-25,osl,892.5139315285763,323.30119472304625,18.448640778988377,10.74134251954844,146.27398698527472,165.7209034645659
2020-11-01,osl,892.5139315285763,274.11683226653406,17.460347349411602,17.608024708069483,104.86415018483294,120.43671396257561
2020-11-08,osl,892.5139315285763,284.9799032647101,36.724619838186634,18.129234682643773,91.65231068588318,0.0
2020-11-15,osl,892.5139315285763,280.08567677754536,59.33483034594235,26.342528132745073,66.45639722192124,223.26663599326986
2020-11-22,osl,892.5139315285763,196.6037229052928,68.37642050382736,19.749286222832072,83.16717486456976,224.58946397490178
2020-11-29,osl,892.5139315285763,180.8486785326889,82.48535909078149,11.971262402562004,92.35783248897958,99.82293595641164
2020-12-06,osl,892.5139315285763,266.04391045443606,97.33933408733449,45.96817873525915,73.5140713516706,248.62057384272345
2020-12-13,osl,892.5139315285763,289.5900499658177,120.24184541425711,43.19650327300462,95.24589755257011,244.2117722657741
2020-12-20,osl,892.5139315285763,304.285791525484,160.57643961444825,49.89458629079066,98.48657759202568,256.2426734486751
2020-12-27,osl,892.5139315285763,279.29694520044916,186.2056750474069,38.37659189443635,87.48201559422421,119.12484073490711
2021-01-03,osl,892.5139315285763,94.4843441614374,117.65915525535192,23.817371233890867,66.96807139447345,246.55712642626997
2021-01-10,osl,892.5139315285763,61.0219022334379,167.87128599997703,4.146091448372483,0.0,600.4467887896365
2021-01-17,osl,892.5139315285763,124.11314861483503,137.89455713154607,10.856418533467039,18.34199880698066,517.2799453845952
2021-01-24,osl,892.5139315285763,161.72359991973858,124.41175739923784,7.071765406334156,80.94428716690263,444.33465857921055
2021-01-31,osl,892.5139315285763,301.494007373594,240.31084631468528,58.047583036730906,204.97465986500646,1013.658971881407
2021-02-07,osl,892.5139315285763,125.49049079494637,233.1147827804666,23.042959431942005,93.18721739433694,883.650618069732
2021-02-14,osl,892.5139315285763,154.48616637414804,208.03405659573562,14.882119011839784,102.19586222013635,648.8878642695639
2021-02-21,osl,892.5139315285763,88.25189035376648,147.87144380134757,9.873188281963102,123.13932484671952,479.3502211876269
2021-02-28,osl,892.5139315285763,53.79605730848941,102.77120903441205,4.9069916028936325,71.30637406477751,365.7054364608509
2021-03-07,osl,892.5139315285763,111.80423004390859,143.5188918303777,11.571951808318648,86.53015495331071,431.0608398355079
2021-03-14,osl,892.5139315285763,149.91316875406022,147.64318850441649,0.0,106.15806765232455,375.77164356062235
2021-03-21,osl,892.5139315285763,121.20165215256752,147.68340574897283,4.757201045645826,82.03978762441034,406.804021899827
2021-03-28,osl,892.5139315285763,114.03994482186906,129.7095923991398,1.1370722387373355,122.64060862982639,237.95885038185116
2021-04-04,osl,892.5139315285763,0.4165233711152617,177.94285791417136,14.299631347344285,38.03665759389576,340.79039824489706
2021-04-11,osl,892.5139315285763,30.734115108721,122.48715187890492,15.566895624606493,114.43567886224423,423.2622269969469
2021-04-18,osl,892.5139315285763,19.454145704176025,115.70033767957797,18.665101061239262,111.24788379800613,470.4186002284244
2021-04-25,osl,892.5139315285763,41.68655359892414,135.9864209187461,28.541130641762226,104.93900773708616,337.33295557490516
2021-05-02,osl,892.5139315285763,53.36841443892358,146.17386239641382,25.461020329739405,67.36805444805807,301.1147168582888
2021-05-09,osl,892.5139315285763,32.097556125622084,128.24239830149975,12.095357062611157,62.54242369223419,241.5083332894564
2021-05-16,osl,892.5139315285763,39.83522230618193,138.87859128127786,14.397922800536676,79.04359052174793,303.3307415616792
2021-05-23,osl,892.5139315285763,27.758492011348753,99.02408200082154,11.898751212736475,60.23790477642984,165.5668384700871
2021-05-30,osl,892.5139315285763,35.0536348257246,101.45394451340123,31.18279911530542,127.38241500863631,187.41327500835607
2021-06-06,osl,892.5139315285763,30.05591441877064,65.83087642918896,9.921830214558081,49.16849165795051,108.50895575095547
2021-06-13,osl,892.5139315285763,45.490156088589856,108.46602344040434,21.155682615686537,92.76603139005114,167.60817493669174
2021-06-20,osl,892.5139315285763,67.48219433586145,89.74869563806708,18.1367137336762,66.60296946091603,102.51549530290286
2021-06-27,osl,892.5139315285763,94.40926450484454,109.50959836366107,20.705590448350378,74.27450071715069,109.58711443741703
2021-07-04,osl,892.5139315285763,52.04186775787734,132.25067952125647,15.338234099191894,42.9951777145022,156.8601093785957
2021-07-11,osl,892.5139315285763,64.51914240298741,110.56766128659577,6.906315550721474,46.085504384562874,131.4074448465561
2021-07-18,osl,892.5139315285763,76.10682231305543,84.70205996326281,10.82933042159828,76.92544149766954,181.92241427583764
2021-07-25,osl,892.5139315285763,62.68091316398214,60.06028786726765,22.515012250325352,88.75703980207865,142.47281538776986
2021-08-01,osl,892.5139315285763,43.65361343531111,59.84395850253101,26.47546012325663,52.36078252131404,144.1522538890109
2021-08-08,osl,892.5139315285763,64.48789822147987,76.15735468881435,42.57844283973806,82.60019205164953,204.66218066974196
2021-08-15,osl,892.5139315285763,106.7498221980302,113.12781575116166,23.578113238816155,118.08211743071946,199.948199852696
2021-08-22,osl,892.5139315285763,109.12093817531081,105.97556308609221,21.04105653935072,155.44759695804186,143.90091371262798
2021-08-29,osl,892.5139315285763,85.13554496026852,100.67946418112534,20.529975769702066,160.59544823895612,174.54563532137175
2021-09-05,osl,892.5139315285763,123.3703750092647,115.08127285782233,37.880968130695294,75.03847127249867,219.11498120114265
2021-09-12,osl,892.5139315285763,180.62582793332166,141.10929512640968,28.990960638485156,124.82976264870291,126.93022212450417
2021-09-19,osl,892.5139315285763,145.18427564441217,174.83921157660419,45.086110472189176,137.0174148785354,203.35905589968266
2021-09-26,osl,892.5139315285763,271.63846096502874,156.41705316357067,48.77918765250474,146.41225498393817,139.23911170638135
2021-10-03,osl,892.5139315285763,136.8183908788505,172.24869838901395,43.71382325824384,154.07108377307765,176.63407217223767
2021-10-10,osl,892.5139315285763,130.76796403220814,156.58626346218747,24.61396292534468,102.217095562763,210.30078248892042
2021-10-17,osl,892.5139315285763,115.62410425106445,146.34910355382615,27.687973791497313,131.3981582069416,234.4267286680941
2021-10-24,osl,892.5139315285763,129.1230338605417,117.64103093621183,26.06690196148792,185.3212352259232,280.33386648725894
2021-10-31,osl,892.5139315285763,133.57621781086254,108.30772563779686,29.13795465160491,110.92935625856309,257.5348141125961
2021-11-07,osl,892.5139315285763,181.9656034626609,151.86891518677893,42.879755455555475,114.31825888199961,388.4535354844285
2021-11-14,osl,892.5139315285763,202.81983534894874,201.39755088661695,30.794533560365135,157.5971927424247,376.87695593306825
2021-11-21,osl,892.5139315285763,227.78441840993526,164.2222463987178,28.266633738245854,80.15848343340511,233.05428649111985
2021-11-28,osl,892.5139315285763,162.61313114747662,161.95113269328186,14.109083826636727,95.48775877845918,47.324962025569114
2021-12-05,osl,892.5139315285763,172.19909229656247,155.70000421837736,27.968091635169174,141.5631096840164,314.05577063729845
2021-12-12,osl,892.5139315285763,211.0736183217068,164.85704183584096,22.06501978700238,114.31064903422738,259.1797394926462
2021-12-19,osl,892.5139315285763,191.0403810855827,204.80565658671784,26.856075395829148,123.03280025972873,272.7511551435652
2021-12-26,osl,892.5139315285763,136.33315686496476,196.83342540522028,15.971358590438065,108.02666739336127,147.32146021743927
2022-01-02,osl,892.5139315285763,29.22805635780346,174.8952802393533,19.20516141763638,41.29497322835346,322.8625972282771
2022-01-09,osl,892.5139315285763,1.6056588796402735,181.38671068607644,29.903240419875203,0.6905648592038965,542.8998936266279
2022-01-16,osl,892.5139315285763,0.0,148.4525733413456,17.529750096933558,1.5608767011731337,413.94286833197145
2022-01-23,osl,892.5139315285763,13.845142172864865,152.36048902725514,20.615511352625745,3.5325263636691817,358.1323995550086
2022-01-30,osl,892.5139315285763,57.077998202880124,135.9325040283378,23.1996288580145,22.437691536508822,468.83824584568237
2022-02-06,osl,892.5139315285763,20.998521404687736,134.5125836901422,20.68337511692363,8.21761674773757,515.0739715119327
2022-02-13,osl,892.5139315285763,20.244774782552476,103.51226697912082,20.306063637874676,115.08447185539353,328.3384912164821
2022-02-20,osl,892.5139315285763,58.267973663256406,139.67960515095754,14.517001378738883,81.03879050920787,355.982697769263
2022-02-27,osl,892.5139315285763,68.5866750390858,116.02180811090481,12.339056265361918,63.391297170395156,380.14723188567586
2022-03-06,osl,892.5139315285763,44.24989084542749,114.08357651067544,14.04821439437602,86.65519671273748,345.4491900082071
2022-03-13,osl,892.5139315285763,68.27631881065194,147.87132585058657,22.324242540610847,87.4911298030666,397.52305146650787
2022-03-20,osl,892.5139315285763,75.19276348580088,142.46569233965366,18.89545920179187,77.81014645741949,400.12200698675764
2022-03-27,osl,892.5139315285763,110.68083888524932,184.97388601604976,24.49520230165534,65.93987864963029,409.39626261883916
2022-04-03,osl,892.5139315285763,71.44216539101173,141.95766691107502,5.846445916968181,36.72148717773954,321.51830307462905
2022-04-10,osl,892.5139315285763,40.734492884634136,161.45707025289062,2.4716875832626966,56.06576596050092,417.7570517901353
2022-04-17,osl,892.5139315285763,38.259284135816394,161.42535523999908,9.10694342971262,60.89539215446271,449.79909351143306
2022-04-24,osl,892.5139315285763,30.92951703483158,190.85361892449026,9.431725188727711,40.49526403666983,355.7759432867044
2022-05-01,osl,892.5139315285763,40.36642574749702,193.94186546493842,7.0727145583007145,42.23691667933038,262.8681460213571
2022-05-08,osl,892.5139315285763,34.23029506687774,191.48396162665497,10.207630276932017,100.20771018811794,251.356471312841
2022-05-15,osl,892.5139315285763,46.53968505769624,159.05265674488192,13.653116632082373,97.85075492164727,249.38985511511592
2022-05-22,osl,892.5139315285763,56.97864520421446,155.85415837404935,23.130739050263344,76.10513965488929,220.41738618800713
2022-05-29,osl,892.5139315285763,105.06306866552558,157.31318070288663,15.659810910560783,60.12210246868057,128.32790572377016
2022-06-05,osl,892.5139315285763,49.114659505222896,134.58154277062948,18.4788508678254,53.613536800324994,113.6974785274208
2022-06-12,osl,892.5139315285763,71.0501643683949,119.21720531092059,10.875635992617234,62.69837519704342,152.64468760244748
2022-06-19,osl,892.5139315285763,100.50466887788782,127.93128279752293,15.825873911387577,66.33761765940551,226.88662522521983
2022-06-26,osl,892.5139315285763,152.24553729746745,127.75970778646344,13.954764864102893,96.80829456114235,186.71776396224732
2022-07-03,osl,892.5139315285763,51.49519680306434,105.60916516238827,11.568392448247657,66.52207761820397,181.29123643951945
2022-07-10,osl,892.5139315285763,66.35797220576656,129.21023158617197,32.61792023591043,37.783231271801725,167.51671317177298
2022-07-17,osl,892.5139315285763,79.55091045878093,114.42356045895487,26.39720811634521,47.990623930943826,243.1237655063987
2022-07-24,osl,892.5139315285763,109.9834640744273,133.36387586518907,44.8634559953302,26.890656432536957,254.3846161039401
2022-07-31,osl,892.5139315285763,104.13702848388796,125.9263838749115,38.995811310739896,19.91081912188817,269.51602567999606
2022-08-07,osl,892.5139315285763,55.684037584061834,141.06692215757303,39.51109693413707,47.42129516255985,276.80271663309185
2022-08-14,osl,892.5139315285763,86.68849028454588,133.14096400186267,36.39661841529333,33.192170217539676,287.0678255521819
2022-08-21,osl,892.5139315285763,63.72427366250287,158.53384069522141,65.57591870297992,38.2053942980955,278.44664111262387
2022-08-28,osl,892.5139315285763,109.59436917730247,129.92167318370124,37.686496607280645,31.872513650824263,190.4110158523152
2022-09-04,osl,892.5139315285763,158.11054041095926,182.2150036610929,61.82925069887517,42.35516375489564,184.97610994560083
2022-09-11,osl,892.5139315285763,89.78773879199821,165.35352063714868,53.18476141697297,52.24658673450306,149.91346089080068
2022-09-18,osl,892.5139315285763,88.49020928440113,200.428250572346,49.629514979382094,63.876434081955956,229.06165955333844
2022-09-25,osl,892.5139315285763,244.11778499008523,119.54649503567707,36.14440704176071,135.77629989918873,119.90108150471185
2022-10-02,osl,892.5139315285763,239.83812184883456,169.78892831942528,31.203701901295513,156.7961452127468,95.8591711891215
2022-10-09,osl,892.5139315285763,48.424919890995106,207.7590348013399,31.054976300426418,195.55595219561278,172.69118528304952
2022-10-16,osl,892.5139315285763,48.51991819651459,179.48858870110368,33.53504634265436,152.92281821206325,185.01969701908783
2022-10-23,osl,892.5139315285763,16.65207340334666,174.54511259676946,44.383685351810406,89.56139088892105,234.3438062305761
2022-10-30,osl,892.5139315285763,107.85232413708206,164.17535109993315,21.652208297677085,161.42636441156054,197.3798205251707
2022-11-06,osl,892.5139315285763,31.756754855609447,235.60814019535366,46.398841037113435,136.69279507189722,219.02953731144976
2022-11-13,osl,892.5139315285763,69.96054475179774,238.81340628909138,46.573048461943,129.0374062603659,168.10166270822546
2022-11-20,osl,892.5139315285763,87.92537962678232,230.27645999010085,36.47621012701857,170.8750579323286,208.93296079519328
2022-11-27,osl,892.5139315285763,107.39576916395194,252.46451251267848,25.62015778664914,162.00562900814404,0.0
2022-12-04,osl,892.5139315285763,113.53050513547637,230.47704907634292,33.66594083478034,144.78299408093528,177.02957934388877
2022-12-11,osl,892.5139315285763,218.46645415259516,219.81076918958084,29.82299035710559,151.81710711145882,216.56874766068327
2022-12-18,osl,892.5139315285763,208.1397877237787,248.97908891810027,39.29596306965117,191.640343021527,312.43088573836667
2022-12-25,osl,892.5139315285763,189.07575168847447,228.763440461011,33.47443460731439,169.2425724590849,229.92986925553888
